time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-20T06:20:20.680Z,0.7302,123.7372,255.62,4.5,mb,,69,2.007,0.77,us,us10002kfq,2015-06-20T14:22:50.126Z,"26km SE of Pimpi, Indonesia",earthquake
2015-06-20T06:02:49.000Z,62.5636,-153.2566,34.8,2.5,ml,,,,1.36,ak,ak11629824,2015-06-20T14:05:28.120Z,"127km ESE of McGrath, Alaska",earthquake
2015-06-20T05:32:16.200Z,-59.6233,-26.6139,116.9,5.6,mb,,69,7.596,0.74,us,us10002kfg,2015-06-20T21:56:16.000Z,"65km S of Bristol Island, South Sandwich Islands",earthquake
2015-06-20T05:24:21.700Z,38.8409996,-122.8373337,2.08,1.36,md,22,60,0.002806,0.03,nc,nc72469196,2015-06-20T05:25:57.870Z,"9km NW of The Geysers, California",earthquake
2015-06-20T05:23:54.240Z,33.3195,-116.2876667,10.858,1.59,ml,59,20,0.1296,0.26,ci,ci37404408,2015-06-20T05:35:05.870Z,"11km NE of Borrego Springs, California",earthquake
2015-06-20T05:23:01.640Z,35.7703,-97.4163,7.7,3.2,mb_lg,,62,0.04,0.38,us,us10002kfd,2015-06-20T20:49:21.257Z,"12km S of Guthrie, Oklahoma",earthquake
2015-06-20T05:22:22.450Z,19.8565006,-155.787674,12.42,2.44,ml,31,161,0.1225,0.26,hv,hv60964006,2015-06-20T13:24:51.694Z,"9km SSE of Waikoloa Village, Hawaii",earthquake
2015-06-20T05:22:18.280Z,-36.3622,-73.7908,10,4.9,mb,,135,2.028,1.16,us,us10002kfc,2015-06-20T16:14:03.040Z,"72km WNW of Talcahuano, Chile",earthquake
2015-06-20T05:10:55.120Z,35.7606,-97.4055,6.2,4.2,mwr,,39,0.053,0.52,us,us10002kf3,2015-06-21T15:49:36.033Z,"13km NNE of Edmond, Oklahoma",earthquake
2015-06-20T05:09:37.610Z,39.3465004,-121.8766632,5.21,2.02,md,8,76,0.4763,0.37,nc,nc72469186,2015-06-20T05:12:42.740Z,"15km W of Gridley, California",earthquake
2015-06-20T04:58:50.500Z,34.384,-117.6458333,25.484,1.88,ml,11,160,0.4944,0.2,ci,ci37404400,2015-06-20T05:03:10.210Z,"3km NNW of Wrightwood, California",earthquake
2015-06-20T04:46:24.850Z,33.9238333,-117.3298333,8.406,1.15,ml,11,154,0.3163,0.31,ci,ci37404392,2015-06-20T04:50:43.333Z,"5km NNE of Woodcrest, California",earthquake
2015-06-20T04:36:05.710Z,35.7653,-97.4082,1.31,3.4,mb_lg,,48,0.049,0.43,us,us10002kex,2015-06-20T15:48:08.636Z,"12km S of Guthrie, Oklahoma",earthquake
2015-06-20T04:29:03.700Z,35.7739,-97.4227,3.27,3.5,mb_lg,,39,0.034,0.46,us,us10002kev,2015-06-20T15:46:00.574Z,"11km S of Guthrie, Oklahoma",earthquake
2015-06-20T04:08:06.780Z,38.8191681,-122.7631683,2.13,1.65,md,23,47,0.01246,0.04,nc,nc72469151,2015-06-20T04:09:42.270Z,"3km W of Cobb, California",earthquake
2015-06-20T03:55:20.900Z,35.7466,-97.3909,5,2.5,ml,,70,,0.47,us,us10002kjz,2015-06-20T22:51:36.597Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-20T03:53:14.620Z,38.8428345,-122.8406677,2.39,1.13,md,19,79,0.00586,0.03,nc,nc72469146,2015-06-20T03:54:47.210Z,"10km WNW of Cobb, California",earthquake
2015-06-20T03:49:55.700Z,35.9026,-97.261,5,2.6,ml,,65,,0.53,us,us10002kk0,2015-06-20T22:51:11.382Z,"4km S of Langston, Oklahoma",earthquake
2015-06-20T03:20:45.810Z,-36.3767,-73.7689,10,4.5,mb,,141,2.024,1.21,us,us10002kei,2015-06-20T11:23:29.763Z,"69km WNW of Talcahuano, Chile",earthquake
2015-06-20T03:10:54.000Z,61.3171,-152.5574,6.3,1.1,ml,,,,0.68,ak,ak11629751,2015-06-20T16:33:01.598Z,"93km N of Redoubt Volcano, Alaska",earthquake
2015-06-20T02:57:28.215Z,38.5299,-117.8652,4.8924,1.68,ml,7,151.31,0.523,0.1761,nn,nn00499323,2015-06-21T13:10:51.734Z,"37km S of Gabbs, Nevada",earthquake
2015-06-20T02:57:06.930Z,38.8255005,-122.8518295,2.48,1.11,md,9,104,0.01953,0.03,nc,nc72469106,2015-06-20T02:58:42.750Z,"9km WNW of The Geysers, California",earthquake
2015-06-20T02:48:10.630Z,38.0876656,-121.8584976,2.53,2.14,md,6,139,0.742,0.05,nc,nc72469096,2015-06-21T00:25:17.894Z,"7km NNE of Pittsburg, California",earthquake
2015-06-20T02:27:35.530Z,38.8216667,-122.7645035,2.44,2.44,md,50,35,0.009754,0.04,nc,nc72469086,2015-06-20T10:30:07.319Z,"3km W of Cobb, California",earthquake
2015-06-20T02:10:33.000Z,57.7821,-142.8666,0.1,2.6,ml,,,,0.7,ak,ak11629737,2015-06-20T10:13:02.658Z,"255km S of Cape Yakataga, Alaska",earthquake
2015-06-20T02:10:06.420Z,-36.3289,-73.8167,10,6.4,mwp,,132,2.022,1.29,us,us10002ke8,2015-06-20T21:56:15.000Z,"76km NW of Talcahuano, Chile",earthquake
2015-06-20T02:03:43.700Z,18.6046,-64.6654,7,3,Md,9,172.8,0.33866486,0.23,pr,pr15171000,2015-06-20T10:06:27.662Z,"21km NNW of Road Town, British Virgin Islands",earthquake
2015-06-20T01:53:31.542Z,41.0082,-116.4142,0,1.32,ml,4,303.72,0.017,0.0358,nn,nn00499331,2015-06-21T02:37:54.542Z,"41km NW of Carlin, Nevada",earthquake
2015-06-20T01:30:45.024Z,41.8494,-119.6387,8.1942,1.33,ml,5,224.88,0.157,0.1452,nn,nn00499356,2015-06-21T02:39:09.732Z,"69km ESE of Lakeview, Oregon",earthquake
2015-06-20T01:29:17.450Z,33.4101667,-116.8676667,15.114,1.01,ml,31,55,0.05656,0.17,ci,ci37404376,2015-06-20T01:33:32.570Z,"4km S of Aguanga, California",earthquake
2015-06-20T01:05:13.510Z,-11.5088,163.3418,36.45,4.5,mb,,115,3.921,0.68,us,us10002ke5,2015-06-20T09:07:49.333Z,"194km SE of Kirakira, Solomon Islands",earthquake
2015-06-20T00:58:08.180Z,41.8557,-119.6402,9.3633,1.68,ml,4,223.83,0.152,0.1976,nn,nn00499316,2015-06-21T13:00:49.035Z,"69km ESE of Lakeview, Oregon",earthquake
2015-06-20T00:56:26.000Z,37.0833333,-117.9878333,2.297,2.28,ml,27,76,0.1959,0.22,ci,ci37404368,2015-06-21T02:36:45.140Z,"28km ESE of Big Pine, California",earthquake
2015-06-20T00:55:45.800Z,45.6616667,-122.759,19.507,1.66,ml,18,147,0.09156,0.1,uw,uw61042216,2015-06-20T01:11:23.980Z,"6km SW of Felida, Washington",earthquake
2015-06-20T00:51:44.000Z,62.0774,-149.4097,19.8,1.7,ml,,,,0.92,ak,ak11629731,2015-06-20T01:21:33.946Z,"24km ESE of Y, Alaska",earthquake
2015-06-20T00:39:14.149Z,41.0104,-116.3946,1.3029,2.03,ml,6,223.07,0.01,0.0624,nn,nn00499314,2015-06-21T02:35:56.870Z,"41km NW of Carlin, Nevada",earthquake
2015-06-20T00:37:42.280Z,38.8413315,-122.8408356,2.68,1.04,md,15,103,0.004995,0.01,nc,nc72469056,2015-06-20T00:39:16.890Z,"10km WNW of Cobb, California",earthquake
2015-06-20T00:36:48.000Z,19.107,-65.0988,14,3.2,Md,14,230.4,0.76356799,0.27,pr,pr15171002,2015-06-20T08:39:20.680Z,"86km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-06-20T00:35:47.100Z,18.8847,-67.8048,88,2.5,Md,3,244.8,0.65936342,0.2,pr,pr15171001,2015-06-20T08:38:17.969Z,"71km ENE of Punta Cana, Dominican Republic",earthquake
2015-06-20T00:35:47.000Z,60.3185,-152.3993,104.9,2.5,ml,,,,0.52,ak,ak11629727,2015-06-20T08:38:14.394Z,"26km SE of Redoubt Volcano, Alaska",earthquake
2015-06-20T00:15:37.000Z,61.9511,-150.6498,56.5,2.6,ml,,,,0.62,ak,ak11629720,2015-06-20T08:18:04.679Z,"39km NW of Willow, Alaska",earthquake
2015-06-20T00:08:18.890Z,19.107666,-155.4206696,42.02,2.08,md,22,194,0.06157,0.15,hv,hv60963846,2015-06-20T00:11:33.150Z,"12km SSE of Pahala, Hawaii",earthquake
2015-06-19T23:55:53.000Z,61.7134,-150.4251,48.6,3.3,ml,,,,0.89,ak,ak11629708,2015-06-20T07:58:29.423Z,"20km W of Willow, Alaska",earthquake
2015-06-19T23:20:05.000Z,63.9961,-148.7526,0.1,1.4,ml,,,,0.85,ak,ak11629705,2015-06-19T23:45:43.370Z,"18km NE of Healy, Alaska",earthquake
2015-06-19T23:08:02.860Z,19.3838329,-155.2454987,2.68,1.7,md,17,81,0.005734,0.09,hv,hv60963771,2015-06-19T23:10:54.280Z,"5km S of Volcano, Hawaii",earthquake
2015-06-19T22:42:24.560Z,33.8526667,-117.4958333,0.054,1.19,ml,30,77,0.055,0.17,ci,ci37404312,2015-06-19T23:47:21.087Z,"4km SE of Home Gardens, California",quarry blast
2015-06-19T22:38:55.810Z,25.7417,142.5736,40.61,4.8,mb,,119,1.392,0.82,us,us10002kd1,2015-06-20T06:41:25.381Z,"152km SSE of Chichi-shima, Japan",earthquake
2015-06-19T22:17:03.500Z,18.6765,-65.124,65,2.9,Md,8,183.6,0.36112274,0.2,pr,pr15170004,2015-06-20T06:19:45.779Z,"42km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-06-19T22:11:58.189Z,37.2644,-114.6384,4.3327,2.91,ml,21,106.39,0.358,0.1376,nn,nn00499304,2015-06-20T06:14:39.745Z,"32km SSW of Caliente, Nevada",earthquake
2015-06-19T21:57:40.000Z,65.0519,-150.6684,2,1.2,ml,,,,0.67,ak,ak11629673,2015-06-19T22:32:38.833Z,"5km NNW of Manley Hot Springs, Alaska",earthquake
2015-06-19T21:56:05.740Z,36.821,-98.211,5,2.9,mb_lg,,67,0.017,0.5,us,us10002kcm,2015-06-20T05:59:03.266Z,"14km ENE of Cherokee, Oklahoma",earthquake
2015-06-19T21:55:15.800Z,19.1299992,-155.4618378,54.31,2.68,ml,51,170,0.02528,0.31,hv,hv60963741,2015-06-20T05:57:47.667Z,"8km SSE of Pahala, Hawaii",earthquake
2015-06-19T21:50:54.000Z,60.0376,-147.8136,10.7,1.9,ml,,,,0.38,ak,ak11629671,2015-06-19T22:10:06.504Z,"89km E of Bear Creek, Alaska",earthquake
2015-06-19T21:47:55.500Z,19.1145,-155.4583282,42.67,2.44,md,38,175,0.04085,0.11,hv,hv60963731,2015-06-19T22:25:19.380Z,"10km SSE of Pahala, Hawaii",earthquake
2015-06-19T21:34:04.420Z,32.6133333,-116.9918333,0.02,1.25,ml,9,245,0.05233,0.22,ci,ci37404240,2015-06-19T21:53:51.886Z,"6km ESE of Chula Vista, California",quarry blast
2015-06-19T21:26:58.977Z,37.6819,-117.6651,14.7804,1.68,ml,4,224.49,0.449,0.0018,nn,nn00499313,2015-06-19T23:50:30.829Z,"37km W of Goldfield, Nevada",earthquake
2015-06-19T21:05:56.550Z,36.4421667,-117.0083333,5.089,1.51,ml,15,104,0.1196,0.17,ci,ci37404232,2015-06-19T21:56:01.800Z,"14km W of Furnace Creek, California",earthquake
2015-06-19T20:58:11.350Z,33.0665,-116.4183333,9.165,1.27,ml,41,52,0.1512,0.15,ci,ci37404216,2015-06-19T21:45:53.337Z,"17km E of Julian, California",earthquake
2015-06-19T20:50:45.000Z,60.1738,-141.3393,16.2,1,ml,,,,0.43,ak,ak11629667,2015-06-19T21:24:24.485Z,"61km ENE of Cape Yakataga, Alaska",earthquake
2015-06-19T20:41:38.000Z,62.3933,-148.5539,28.5,3.3,ml,,,,0.5,ak,ak11629658,2015-06-20T04:44:04.952Z,"68km NNE of Sutton-Alpine, Alaska",earthquake
2015-06-19T20:18:59.470Z,19.1891667,-155.409,32.02,1.71,md,31,161,0.04929,0.1,hv,hv60963686,2015-06-19T21:52:50.200Z,"7km ESE of Pahala, Hawaii",earthquake
2015-06-19T20:12:33.850Z,33.8746667,-117.5073333,0.02,1.04,ml,16,88,0.07713,0.13,ci,ci37404192,2015-06-19T21:45:51.077Z,"1km ESE of Home Gardens, California",quarry blast
2015-06-19T19:53:29.550Z,37.0746667,-119.7891667,0.01,1.78,md,6,156,0.09459,0.03,nc,nc72468956,2015-06-19T20:30:10.390Z,"12km NE of Bonadelle Ranchos-Madera Ranchos, California",earthquake
2015-06-19T19:52:24.650Z,36.0246667,-117.525,1.519,1.17,ml,22,73,0.1084,0.15,ci,ci37404160,2015-06-19T20:34:22.305Z,"31km NNW of Searles Valley, California",earthquake
2015-06-19T19:16:52.100Z,19.3794,-64.646,34,2.8,Md,3,309.6,0.91268833,0.18,pr,pr15170003,2015-06-20T03:19:21.055Z,"106km N of Road Town, British Virgin Islands",earthquake
2015-06-19T19:07:49.600Z,33.8488333,-117.4941667,1.807,1.4,ml,37,75,0.05153,0.15,ci,ci37404120,2015-06-19T20:27:46.022Z,"4km SE of Home Gardens, California",quarry blast
2015-06-19T18:43:14.700Z,18.8715,-64.5102,33,2.3,Md,4,255.6,0.22008724,0.12,pr,pr15170002,2015-06-19T20:22:20.838Z,"51km NNE of Road Town, British Virgin Islands",earthquake
2015-06-19T18:29:37.000Z,19.1107,-68.6075,42,3.3,Md,10,306,0.63151564,0.62,pr,pr15170001,2015-06-20T02:32:13.879Z,"48km ENE of Miches, Dominican Republic",earthquake
2015-06-19T18:27:41.750Z,38.836834,-122.8056641,1.09,1.01,md,15,105,0.01207,0.02,nc,nc72468926,2015-06-19T18:29:16.160Z,"7km WNW of Cobb, California",earthquake
2015-06-19T18:27:10.270Z,38.836834,-122.805336,1.18,1.01,md,12,113,0.01181,0.02,nc,nc72468911,2015-06-19T18:28:46.110Z,"7km WNW of Cobb, California",earthquake
2015-06-19T18:16:32.770Z,33.0541667,-114.9805,0.023,1.51,ml,10,87,0.08175,0.26,ci,ci37404080,2015-06-19T18:57:33.825Z,"46km NNW of Los Algodones, B.C., MX",quarry blast
2015-06-19T17:51:35.000Z,60.2409,-152.2796,35.3,1.5,ml,,,,1.83,ak,ak11629628,2015-06-19T18:24:17.929Z,"37km SE of Redoubt Volcano, Alaska",earthquake
2015-06-19T17:42:54.860Z,37.3204994,-122.105835,0.02,1.75,md,11,80,0.01708,0.35,nc,nc72468876,2015-06-19T17:44:30.790Z,"3km S of Loyola, California",earthquake
2015-06-19T17:17:24.340Z,48.482,-122.7623333,27.49,1.01,md,9,75,0.2026,0.19,uw,uw61041976,2015-06-19T23:39:02.830Z,"11km WSW of Anacortes, Washington",earthquake
2015-06-19T17:09:50.000Z,58.0774,-142.6726,7.7,2.2,ml,,,,0.49,ak,ak11629625,2015-06-20T01:12:25.013Z,"221km S of Cape Yakataga, Alaska",earthquake
2015-06-19T16:57:29.480Z,38.793335,-122.7583313,1.98,1.04,md,16,75,0.01967,0.03,nc,nc72468846,2015-06-19T16:59:05.520Z,"1km N of The Geysers, California",earthquake
2015-06-19T16:26:21.000Z,62.3853,-151.2762,92.2,1.9,ml,,,,0.47,ak,ak11629620,2015-06-19T16:52:45.636Z,"60km W of Talkeetna, Alaska",earthquake
2015-06-19T16:21:39.060Z,35.0513333,-118.3541667,0.017,1.29,ml,13,80,0.06147,0.09,ci,ci37403976,2015-06-19T18:50:44.636Z,"12km SE of Tehachapi, California",quarry blast
2015-06-19T16:02:33.860Z,37.9571667,-121.8798333,12.11,1.9,md,24,102,0.01174,0.13,nc,nc72468771,2015-06-20T01:39:39.387Z,"5km ENE of Clayton, California",earthquake
2015-06-19T15:51:48.290Z,39.5555,-123.3601667,8.12,1.91,md,21,83,0.09724,0.04,nc,nc72468761,2015-06-19T16:41:53.240Z,"12km N of Brooktrails, California",earthquake
2015-06-19T15:26:29.330Z,-19.3339,-173.6772,106.41,4.8,mb,,101,3.553,0.77,us,us10002k9x,2015-06-19T23:29:01.551Z,"82km SSE of Neiafu, Tonga",earthquake
2015-06-19T15:03:42.000Z,62.0586,-145.7002,23.9,1.8,ml,,,,0.85,ak,ak11629583,2015-06-19T15:36:35.576Z,"9km SW of Glennallen, Alaska",earthquake
2015-06-19T14:39:30.000Z,60.0154,-140.9483,5,1.2,ml,,,,0.59,ak,ak11629574,2015-06-19T15:14:37.987Z,"82km E of Cape Yakataga, Alaska",earthquake
2015-06-19T14:38:13.000Z,63.0133,-150.8353,101.1,1.2,ml,,,,0.55,ak,ak11629576,2015-06-19T15:14:38.877Z,"85km NNW of Talkeetna, Alaska",earthquake
2015-06-19T14:00:51.450Z,36.4331667,-117.0041667,3.562,2.27,ml,33,44,0.1186,0.21,ci,ci37403760,2015-06-19T17:59:39.848Z,"14km W of Furnace Creek, California",earthquake
2015-06-19T13:43:42.290Z,37.3216667,-121.6905,7.8,2.12,md,76,39,0.04309,0.04,nc,nc72468721,2015-06-20T08:56:38.894Z,"13km ESE of Alum Rock, California",earthquake
2015-06-19T13:22:07.230Z,38.8068352,-122.7904968,1.77,1.63,md,30,36,0.003922,0.03,nc,nc72468716,2015-06-19T13:23:43.870Z,"4km NW of The Geysers, California",earthquake
2015-06-19T13:16:07.630Z,36.2885,-97.5369,5,3,mb_lg,,87,0.419,0.34,us,us10002k7v,2015-06-20T06:10:13.179Z,"22km W of Perry, Oklahoma",earthquake
2015-06-19T13:07:10.240Z,33.939,-117.1848333,14.632,1.2,ml,19,60,0.01305,0.2,ci,ci37403720,2015-06-19T17:32:11.125Z,"4km ENE of Moreno Valley, California",earthquake
2015-06-19T13:06:35.050Z,4.0656,126.8099,59.27,4.6,mb,,112,3.318,0.97,us,us10002k7u,2015-06-19T21:09:09.757Z,"210km SE of Sarangani, Philippines",earthquake
2015-06-19T13:03:39.090Z,38.7981682,-122.7588348,2.86,1,md,15,68,0.02282,0.02,nc,nc72468706,2015-06-19T13:05:13.760Z,"2km N of The Geysers, California",earthquake
2015-06-19T12:55:28.970Z,48.4965,-122.7698333,28.818,1.32,md,22,53,0.1874,0.2,uw,uw61030032,2015-06-19T16:43:41.080Z,"11km W of Anacortes, Washington",earthquake
2015-06-19T12:30:17.130Z,29.2639,130.4331,31.43,4.7,mb,,128,2.238,0.63,us,us10002k7n,2015-06-19T20:32:52.799Z,"135km NE of Naze, Japan",earthquake
2015-06-19T12:14:26.040Z,36.0106667,-120.5731667,2.89,1.26,md,41,79,0.02967,0.07,nc,nc72468691,2015-06-19T16:35:27.560Z,"23km SW of Coalinga, California",earthquake
2015-06-19T12:07:01.950Z,40.5546667,-123.6785,24.51,1.85,md,19,67,0.1105,0.08,nc,nc72468686,2015-06-20T04:32:34.550Z,"35km E of Hydesville, California",earthquake
2015-06-19T11:43:22.270Z,38.8163338,-122.821167,2.19,1.05,md,17,90,0.009734,0.03,nc,nc72468676,2015-06-19T11:44:59.170Z,"7km NW of The Geysers, California",earthquake
2015-06-19T11:41:49.710Z,34.257,-119.3706667,9.539,1.67,ml,17,186,0.1518,0.3,ci,ci37403680,2015-06-19T18:56:12.946Z,"13km W of Ventura, California",earthquake
2015-06-19T11:22:36.000Z,60.4137,-147.1879,14.4,1.7,ml,,,,1.19,ak,ak11629517,2015-06-19T11:41:27.088Z,"79km W of Cordova, Alaska",earthquake
2015-06-19T11:17:04.000Z,61.5878,-149.863,30.4,1.6,ml,,,,0.86,ak,ak11629515,2015-06-19T11:41:26.279Z,"5km SSW of Houston, Alaska",earthquake
2015-06-19T10:49:21.050Z,20.148,-155.681,24.16,1.89,md,12,169,0.09335,0.12,hv,hv60963531,2015-06-19T16:51:01.340Z,"13km N of Waimea, Hawaii",earthquake
2015-06-19T10:48:54.030Z,38.8121681,-122.8238297,2.89,1.69,md,27,80,0.005322,0.04,nc,nc72468666,2015-06-19T10:50:29.750Z,"7km WNW of The Geysers, California",earthquake
2015-06-19T10:15:27.000Z,60.4164,-147.7293,12.6,1.2,ml,,,,0.59,ak,ak11629514,2015-06-19T17:19:13.883Z,"65km SE of Whittier, Alaska",earthquake
2015-06-19T10:09:23.510Z,19.4103336,-155.2698364,11.33,1.34,md,14,89,0.01531,0.18,hv,hv60963516,2015-06-19T18:18:46.780Z,"4km SW of Volcano, Hawaii",earthquake
2015-06-19T10:00:46.000Z,64.6549,-149.3212,15.4,1.2,ml,,,,0.41,ak,ak11629511,2015-06-19T10:31:56.253Z,"13km NW of North Nenana, Alaska",earthquake
2015-06-19T09:56:17.000Z,62.2539,-148.4714,24.3,2.3,ml,,,,0.51,ak,ak11629488,2015-06-19T10:31:55.344Z,"54km NNE of Sutton-Alpine, Alaska",earthquake
2015-06-19T08:26:24.590Z,48.0276667,-122.663,28.58,1.05,md,7,233,0.3148,0.15,uw,uw61030007,2015-06-19T16:45:27.300Z,"9km E of Port Hadlock-Irondale, Washington",earthquake
2015-06-19T08:09:53.540Z,26.9338,143.8314,10,5.3,mb,,121,1.478,0.78,us,us10002k6u,2015-06-19T16:12:35.016Z,"161km E of Chichi-shima, Japan",earthquake
2015-06-19T07:54:33.000Z,63.6078,-147.8694,9,3.1,ml,,,,0.83,ak,ak11629454,2015-06-19T15:57:01.568Z,"59km ENE of Cantwell, Alaska",earthquake
2015-06-19T07:26:53.210Z,19.2913333,-155.3851667,3.45,1.13,md,30,100,0.04184,0.1,hv,hv60963476,2015-06-19T16:35:17.990Z,"13km NE of Pahala, Hawaii",earthquake
2015-06-19T07:12:05.970Z,47.6975,-120.0306667,7.57,1.91,ml,14,64,0.05101,0.09,uw,uw61029997,2015-06-19T16:38:40.781Z,"6km NNE of Waterville, Washington",earthquake
2015-06-19T06:52:23.000Z,62.07,-151.4327,80.6,1.3,ml,,,,0.64,ak,ak11629448,2015-06-19T07:23:23.452Z,"74km WSW of Talkeetna, Alaska",earthquake
2015-06-19T06:32:17.000Z,60.4498,-145.0618,19.7,1.8,ml,,,,1.02,ak,ak11629445,2015-06-19T06:59:56.174Z,"39km ESE of Cordova, Alaska",earthquake
2015-06-19T06:17:24.000Z,64.4608,-147.7603,15.3,1.1,ml,,,,0.76,ak,ak11629443,2015-06-19T06:34:43.529Z,"37km SSW of North Pole, Alaska",earthquake
2015-06-19T06:05:17.400Z,18.6646,-66.6075,27,2.8,Md,6,273.6,0.34495307,0.3,pr,pr15170000,2015-06-19T14:07:45.547Z,"23km N of Garrochales, Puerto Rico",earthquake
2015-06-19T05:55:54.130Z,34.25,-116.1238333,4.504,1.46,ml,28,86,0.07274,0.22,ci,ci37403600,2015-06-19T17:33:28.740Z,"13km NNW of Twentynine Palms, California",earthquake
2015-06-19T05:12:02.000Z,62.91,-151.2096,118.3,2,ml,,,,0.53,ak,ak11629425,2015-06-19T05:34:20.004Z,"86km NW of Talkeetna, Alaska",earthquake
2015-06-19T05:01:56.000Z,63.0119,-149.617,79.3,1.1,ml,,,,0.25,ak,ak11629424,2015-06-19T05:34:21.377Z,"53km SW of Cantwell, Alaska",earthquake
2015-06-19T04:21:33.130Z,38.831665,-122.7574997,0.85,1.33,md,9,110,0.01727,0.02,nc,nc72468591,2015-06-19T04:23:08.930Z,"3km WNW of Cobb, California",earthquake
2015-06-19T04:18:38.780Z,38.8266678,-122.7561646,0.98,1.19,md,13,80,0.01052,0.04,nc,nc72468581,2015-06-19T04:20:13.930Z,"2km W of Cobb, California",earthquake
2015-06-19T04:17:37.210Z,38.826,-122.7556667,0.79,2.2,md,73,48,0.01127,0.07,nc,nc72468566,2015-06-19T17:23:04.690Z,"2km W of Cobb, California",earthquake
2015-06-19T04:12:05.000Z,61.7761,-151.1729,86.7,1.5,ml,,,,0.4,ak,ak11629418,2015-06-19T04:46:28.871Z,"60km W of Willow, Alaska",earthquake
2015-06-19T03:24:00.290Z,33.3388333,-116.1913333,5.602,1.15,ml,40,70,0.1477,0.17,ci,ci37403576,2015-06-19T18:21:51.340Z,"16km SSW of Oasis, California",earthquake
2015-06-19T03:18:58.380Z,44.5719,148.2461,69.06,4.7,mb,,139,4.508,0.83,us,us10002k5y,2015-06-19T11:21:24.965Z,"78km SSE of Kuril'sk, Russia",earthquake
2015-06-19T03:09:46.000Z,59.906,-152.2404,49.5,1.9,ml,,,,0.34,ak,ak11629394,2015-06-19T03:40:07.611Z,"27km WNW of Anchor Point, Alaska",earthquake
2015-06-19T03:08:28.000Z,57.1535,-154.6132,45.9,2.8,ml,,,,0.5,ak,ak11629395,2015-06-19T16:01:03.249Z,"57km SW of Larsen Bay, Alaska",earthquake
2015-06-19T03:07:26.140Z,36.2926,-97.546,5,2.9,mb_lg,,116,0.411,0.32,us,us10002k5v,2015-06-19T05:17:34.528Z,"23km W of Perry, Oklahoma",earthquake
2015-06-19T02:42:36.000Z,63.1593,-150.4723,113.9,2,ml,,,,0.62,ak,ak11629387,2015-06-19T03:17:49.861Z,"80km WSW of Cantwell, Alaska",earthquake
2015-06-19T02:41:27.420Z,19.2936667,-155.3836667,3.3,1.05,md,31,100,0.03956,0.09,hv,hv60963271,2015-06-19T16:22:38.540Z,"14km NE of Pahala, Hawaii",earthquake
2015-06-19T02:40:08.880Z,33.1153333,-115.6028333,7.053,1.45,ml,23,98,0.06289,0.2,ci,ci37403552,2015-06-19T17:34:04.651Z,"8km W of Calipatria, California",earthquake
2015-06-19T02:39:33.060Z,39.9276667,-120.7643333,4.14,1.43,md,12,185,0.09421,0.05,nc,nc72468546,2015-06-19T07:15:03.290Z,"11km E of East Quincy, California",earthquake
2015-06-19T02:38:38.640Z,19.3833333,-155.6083333,6.38,1.32,md,28,72,0.02652,0.12,hv,hv60963266,2015-06-19T15:06:16.420Z,"23km NW of Pahala, Hawaii",earthquake
2015-06-19T02:24:38.000Z,63.2747,-150.5141,133.5,3.3,ml,,,,0.62,ak,ak11629374,2015-06-19T10:27:08.661Z,"79km W of Cantwell, Alaska",earthquake
2015-06-19T02:21:24.940Z,34.9211667,-116.9166667,2.501,2.62,ml,45,44,0.08021,0.14,ci,ci37403536,2015-06-19T18:34:08.710Z,"10km ENE of Barstow, California",earthquake
2015-06-19T02:18:37.540Z,34.9206667,-116.914,2.331,2.23,ml,34,58,0.08175,0.15,ci,ci37403528,2015-06-19T18:43:22.110Z,"10km ENE of Barstow, California",earthquake
2015-06-19T02:03:30.190Z,34.0195,-117.1926667,9.536,1.3,ml,38,46,0.06853,0.19,ci,ci37403520,2015-06-19T17:34:22.951Z,"4km SSW of Redlands, California",earthquake
2015-06-19T02:02:42.629Z,37.2618,-114.6429,1.7873,1.12,ml,7,153.97,0.356,0.1914,nn,nn00499224,2015-06-19T13:36:55.815Z,"40km SSW of Caliente, Nevada",earthquake
2015-06-19T01:58:55.540Z,38.7768326,-122.7529984,1.31,1.18,md,12,63,0.01169,0.03,nc,nc72468536,2015-06-19T02:00:32.000Z,"0km E of The Geysers, California",earthquake
2015-06-19T01:52:50.630Z,-4.4019,143.3275,122.07,4.5,mb,,83,4.663,0.81,us,us10002k58,2015-06-19T09:55:26.459Z,"56km ESE of Ambunti, Papua New Guinea",earthquake
2015-06-19T01:51:04.880Z,33.7836667,-115.7091667,7.721,1.64,ml,31,69,0.09604,0.18,ci,ci37403504,2015-06-19T17:35:14.110Z,"30km WNW of Desert Center, California",earthquake
2015-06-19T01:39:00.740Z,19.4083328,-155.4766693,2.39,1.71,md,29,39,0.04048,0.32,hv,hv60963221,2015-06-19T01:42:07.140Z,"22km N of Pahala, Hawaii",earthquake
2015-06-19T01:37:19.640Z,46.1501667,-120.6966667,10.21,2.06,ml,6,129,0.1775,0.03,uw,uw61029912,2015-06-19T04:55:04.110Z,"37km NNE of Goldendale, Washington",earthquake
