address,description,lat,lon,media_url,requested_datetime,service_code,service_name,service_request_id,status,status_notes,token,updated_datetime
"12 Amherst St, Boston",Cobra head street light out in front of  The Cooperative Bank.,42.28636427,-71.13167871,https://mayors24.cityofboston.gov/attachments/report/4cd5d2250882cf0b78000048/photo/streetlight.jpg,11/6/10 18:09,4e658b2821ecf3e0a900002b,Streetlight,101000197880,open,,4cd5d2250882cf0b78000048,11/6/10 18:10
N42.29 E71.13,Bulb is out on firebox at Belgrade and South.,42.28725535,-71.1297868,https://mayors24.cityofboston.gov/attachments/report/4cd5d4a30882cf0b7800003e/photo/streetlight.jpg,11/6/10 18:20,4e658b2821ecf3e0a900002b,Streetlight,101000197882,closed,Completed.,4cd5d4a30882cf0b7800003e,2/3/11 9:23
N42.29 E71.13,Street light out at south st & Taft court,42.28708897,-71.12911361,https://mayors24.cityofboston.gov/attachments/report/4cd5d5660882cf0b78000026/photo/streetlight.jpg,11/6/10 18:23,4e658b2821ecf3e0a900002b,Streetlight,101000197883,open,,4cd5d5660882cf0b78000026,11/6/10 18:23
N42.36 E71.07,Please have public works remove this bike seat. It's collecting trash!  It is locked to the street light with a lightweight cable lock.,42.35933275,-71.0680647,https://mayors24.cityofboston.gov/attachments/report/4cd5e7070882cf0b7800001f/photo/other.jpg,11/6/10 19:38,4e658b2821ecf3e0a900003e,Other,101000197894,closed,resolved: ,4cd5e7070882cf0b7800001f,11/9/10 7:28
N42.36 E71.14,This is a terrible intersection. Constant beeping every 5 mins disturbs the neighborhood. I'm afraid there will be an accident here all the time. I've almost been hit several times.,42.35888482,-71.13727942,,11/6/10 20:37,4e658b2821ecf3e0a900003e,Other,101000197897,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd5f4c20882cf0b78000046,11/9/10 9:56
N42.35 E71.06,,42.35228135,-71.05552102,https://mayors24.cityofboston.gov/attachments/report/4cd603440882cf0b7800003a/photo/other.jpg,11/6/10 21:39,4e658b2821ecf3e0a900003e,Other,101000197907,closed,resolved: Field sheet #4842 issued and work completed 11/3/10.,4cd603440882cf0b7800003a,11/10/10 13:59
N42.36 E71.06,Sprinkler leak,42.36179535,-71.05518748,https://mayors24.cityofboston.gov/attachments/report/4cd6b50f0882cf0b7800003e/photo/other.jpg,11/7/10 9:17,4e658b2821ecf3e0a900003e,Other,101000197930,open,,4cd6b50f0882cf0b7800003e,11/7/10 9:18
N42.35 E71.06,Graffiti & stickers on a street light box on kneeland btwn utica and Lincoln.,42.34995731,-71.05846438,https://mayors24.cityofboston.gov/attachments/report/4cd6bc6e0882cf0b7800004f/photo/other.jpg,11/7/10 9:49,4e658b2821ecf3e0a900003e,Other,101000197934,closed,resolved: work completed by highway general maintenance,4cd6bc6e0882cf0b7800004f,11/19/10 12:59
N42.35 E71.08,"White Honda Pilot, MA plate 3953RV, parks in bus stop and greets the police officer driving Boston Police cruiser 7123, MA plate  POLICE 755H, which also parked in bus stop (and by a hydrant as well).  Officer slips a blue ticket under the Honda's windshield, takes a baby out of the Pilot, puts the baby in a stroller and it's off for a Sunday Back Bay stroll.    When I park in the Back Bay garage, it can cost as much as $30.  When I once forgot to move my car for street cleaning, I was promptly towed and paid more than $100 in parking violation and towing fees.  It surely pays well to have a police officer in the family!",42.35063326,-71.07538274,https://mayors24.cityofboston.gov/attachments/report/4cd6d9ca0882cf0b7800005b/photo/other.jpg,11/7/10 11:54,4e658b2821ecf3e0a900003e,Other,101000197961,open,,4cd6d9ca0882cf0b7800005b,11/7/10 11:54
"20-28 Utica St, Boston","Large pothole here.  Currently filled with water, but it is rather deep.",42.35046684,-71.05815192,https://mayors24.cityofboston.gov/attachments/report/4cd6e1370882cf0b78000056/photo/pothole.jpg,11/7/10 12:26,4e658b2821ecf3e0a9000029,Pothole,101000197970,open,,4cd6e1370882cf0b78000056,11/7/10 12:26
,Storm drain clogged with leaves. On E Berkeley at Tremont.,42.34523338,-71.06979417,https://mayors24.cityofboston.gov/attachments/report/4cd6ed050882cf0b78000046/photo/other.jpg,11/7/10 13:16,4e658b2821ecf3e0a900003e,Other,101000197993,open,,4cd6ed050882cf0b78000046,11/7/10 13:17
N42.36 E71.07,mickey in space,42.355133,-71.073678,https://mayors24.cityofboston.gov/attachments/report/4cd733210882cf0b7800004f/photo/graffiti.jpg,11/7/10 18:15,4e658b2821ecf3e0a900002f,Graffiti,101000198038,closed,resolved: THIS IS A DUPLICATE AND REFER TO CN#101000198035,4cd733210882cf0b7800004f,11/8/10 12:28
N42.32 E71.10,The street light seems to be out on our section of the street.,42.31553766,-71.10152424,https://mayors24.cityofboston.gov/attachments/report/4cd7463b0882cf0b78000057/photo/streetlight.jpg,11/7/10 19:37,4e658b2821ecf3e0a900002b,Streetlight,101000198047,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd7463b0882cf0b78000057,11/8/10 8:22
"9 Powers Ct, Boston",The street light is out on powers court and it is a big safety hazard.,42.36594427,-71.05208174,https://mayors24.cityofboston.gov/attachments/report/4cd7cbf80882cf0b78000062/photo/other.jpg,11/8/10 5:07,4e658b2821ecf3e0a900003e,Other,101000198057,closed,Case Resolved. Led light installed.,4cd7cbf80882cf0b78000062,12/23/11 9:30
"22 Dartmouth St, Boston",Graffiti on USPS box at Montgomery and dartmouth.,42.34347891,-71.07414513,https://mayors24.cityofboston.gov/attachments/report/4cd7fc8a0882cf0b78000042/photo/other.jpg,11/8/10 8:35,4e658b2821ecf3e0a900003e,Other,101000198085,closed,referred: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd7fc8a0882cf0b78000042,11/8/10 9:11
N42.34 E71.07,Graffiti on stop sign at Montgomery and dartmouth.,42.34349874,-71.07415826,https://mayors24.cityofboston.gov/attachments/report/4cd7fce00882cf0b7800004f/photo/graffiti.jpg,11/8/10 8:36,4e658b2821ecf3e0a900002f,Graffiti,101000198086,open,,4cd7fce00882cf0b7800004f,11/8/10 8:37
"6-12 North St, Boston",,42.36062895,-71.05658693,https://mayors24.cityofboston.gov/attachments/report/4cd80b590882cf0b78000046/photo/pothole.jpg,11/8/10 9:38,4e658b2821ecf3e0a9000029,Pothole,101000198153,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd80b590882cf0b78000046,11/11/10 10:28
"1188 Bennington St, Boston",On flower bed in median,42.38855611,-70.99991378,https://mayors24.cityofboston.gov/attachments/report/4cd80c8e0882cf0b7800004b/photo/graffiti.jpg,11/8/10 9:43,4e658b2821ecf3e0a900002f,Graffiti,101000198160,closed,resolved: done 11-9-10,4cd80c8e0882cf0b7800004b,11/15/10 10:31
N42.27 E71.06,Fallen tree in street 18 Bearse 02124,42.27131701,-71.06328529,,11/8/10 10:04,4e658b2821ecf3e0a900003e,Other,101000198179,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd811870882cf0b78000073,11/8/10 10:29
"10 Westminster Ave, Boston",,42.31668998,-71.09616984,https://mayors24.cityofboston.gov/attachments/report/4cd817030882cf0b78000053/photo/pothole.jpg,11/8/10 10:28,4e658b2821ecf3e0a9000029,Pothole,101000198203,closed,resolved: ,4cd817030882cf0b78000053,11/10/10 14:55
N42.32 E71.10,,42.31693987,-71.09663655,https://mayors24.cityofboston.gov/attachments/report/4cd817290882cf0b78000075/photo/pothole.jpg,11/8/10 10:28,4e658b2821ecf3e0a9000029,Pothole,101000198204,closed,resolved: ,4cd817290882cf0b78000075,11/10/10 14:55
"1385 Centre St, Boston",Abandoned bags opposite 1385 Centre Street.,42.29513554,-71.13534542,https://mayors24.cityofboston.gov/attachments/report/4cd81f7c0882cf0b7800005d/photo/other.jpg,11/8/10 11:04,4e658b2821ecf3e0a900003e,Other,101000198233,closed,resolved: picked up 11/8/10,4cd81f7c0882cf0b7800005d,11/9/10 7:29
N42.29 E71.08,,42.2887269,-71.08378625,https://mayors24.cityofboston.gov/attachments/report/4cd831aa0882cf0b7800007e/photo/other.jpg,11/8/10 12:21,4e658b2821ecf3e0a900003e,Other,101000198288,open,,4cd831aa0882cf0b7800007e,11/8/10 12:22
"222 W 9th St, Boston",West 9th Street has signs that still read 12pm to 4pm that should be 1pm to 5pm,42.33285988,-71.05198161,https://mayors24.cityofboston.gov/attachments/report/4cd839a50882cf0b7800006e/photo/other.jpg,11/8/10 12:55,4e658b2821ecf3e0a900003e,Other,101000198317,closed,resolved: ,4cd839a50882cf0b7800006e,11/17/10 7:44
,,42.31674142,-71.0593413,https://mayors24.cityofboston.gov/attachments/report/4cd83f880882cf0b78000074/photo/graffiti.jpg,11/8/10 13:20,4e658b2821ecf3e0a900002f,Graffiti,101000198336,open,,4cd83f880882cf0b78000074,11/8/10 13:21
N42.37 E71.06,Please pick up and dispose 3 orange cones & barrels that have been left behind. Thank you. JDC.,42.36505247,-71.05553021,https://mayors24.cityofboston.gov/attachments/report/4cd84d5b0882cf0b78000088/photo/other.jpg,11/8/10 14:19,4e658b2821ecf3e0a900003e,Other,101000198359,closed,resolved: ,4cd84d5b0882cf0b78000088,11/9/10 7:18
N42.35 E71.06,"Red light signal, lens cracked, small piece missing so white lamp visible.   Signal still functions.",42.3505282,-71.06075044,https://mayors24.cityofboston.gov/attachments/report/4cd874aa0882cf0b78000087/photo/other.jpg,11/8/10 17:07,4e658b2821ecf3e0a900003e,Other,101000198447,closed,resolved: ,4cd874aa0882cf0b78000087,11/15/10 7:54
"599 N Market St Boston, MA 02109",attending  Citizens Connect Mobile Monday event,42.360327,-71.054067,,11/8/10 19:02,4e658b2821ecf3e0a900003e,Other,101000198476,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd88f860882cf0b78000087,11/9/10 9:49
,Park light out in common btwn brewer fountain and frog pond playground.,42.35584269,-71.06404684,https://mayors24.cityofboston.gov/attachments/report/4cd8b1dc0882cf0b7800008e/photo/streetlight.jpg,11/8/10 21:28,4e658b2821ecf3e0a900002b,Streetlight,101000198491,open,,4cd8b1dc0882cf0b7800008e,11/8/10 21:29
"58-60 Clarendon St Boston, MA 02116",Lights out at the corner of lawrence street and clarendon. And light out at the corner of clarendon and chandler,42.346318,-71.073045,https://mayors24.cityofboston.gov/attachments/report/4cd8b8b70882cf0b78000093/photo/streetlight.jpg,11/8/10 21:58,4e658b2821ecf3e0a900002b,Streetlight,101000198494,closed,resolved: completed 11/10/10,4cd8b8b70882cf0b78000093,11/12/10 8:13
"1220-1226 Adams St, Milton",This huge flooded drain is on the border with Milton in lower mills,42.2714574,-71.06797995,https://mayors24.cityofboston.gov/attachments/report/4cd926420882cf0b780000a6/photo/other.jpg,11/9/10 5:45,4e658b2821ecf3e0a900003e,Other,101000198508,open,,4cd926420882cf0b780000a6,11/9/10 5:45
"260 Amory St, Boston","Every time it rains, the south bound lane floods with a few inches of water, making it impossible to use the sidewalk (splashing) and making south bound cars swerve across the yellow line to miss the deepest parts. After a hard rain, the flooding goes partway into the northbound lane. It's been this way for at least 3 years. Can you please fix it?",42.31531289,-71.10432028,https://mayors24.cityofboston.gov/attachments/report/4cd938cc0882cf0b78000078/photo/other.jpg,11/9/10 7:04,4e658b2821ecf3e0a900003e,Other,101000198512,open,,4cd938cc0882cf0b78000078,11/9/10 7:04
N42.34 E71.08,Brick in front of 120 pembroke need to be repaired. Historic sidewalk.,42.34289175,-71.07721107,https://mayors24.cityofboston.gov/attachments/report/4cd948160882cf0b78000083/photo/other.jpg,11/9/10 8:09,4e658b2821ecf3e0a900003e,Other,101000198533,open,,4cd948160882cf0b78000083,11/9/10 8:10
"36 Perkins St, Boston",Cars going straight take up bike lane rather than get stuck behind cars turning. Cars used to have 2 lanes here and now I guess they are taking them back. Concern is bikes ...,42.32159369,-71.11203465,https://mayors24.cityofboston.gov/attachments/report/4cd94f760882cf0b7800008b/photo/other.jpg,11/9/10 8:41,4e658b2821ecf3e0a900003e,Other,101000198545,open,,4cd94f760882cf0b7800008b,11/9/10 8:41
"339 Meridian St, Boston",325 Meridian-trash on street.  Please ticket AND remove,42.37835286,-71.03901303,https://mayors24.cityofboston.gov/attachments/report/4cd9500b0882cf0b78000080/photo/other.jpg,11/9/10 8:43,4e658b2821ecf3e0a900003e,Other,101000198546,closed,resolved: all set!,4cd9500b0882cf0b78000080,11/10/10 13:58
"299 Newbury St, Boston",Streetlight being relocated without neighbor notification or approval -- In alley behind 304 Comm Ave,42.34922585,-71.08534877,https://mayors24.cityofboston.gov/attachments/report/4cd950470882cf0b780000ac/photo/streetlight.jpg,11/9/10 8:44,4e658b2821ecf3e0a900002b,Streetlight,101000198547,closed,Meetig held at location and all agreed to new location per cob.,4cd950470882cf0b780000ac,2/3/11 15:41
N42.38 E71.04,287 Meridian-lots of trash on street.  Please ticket AND remove,42.3766766,-71.03895339,https://mayors24.cityofboston.gov/attachments/report/4cd950670882cf0b78000090/photo/other.jpg,11/9/10 8:45,4e658b2821ecf3e0a900003e,Other,101000198548,open,,4cd950670882cf0b78000090,11/9/10 8:45
N42.35 E71.06,At rush hour there needs to be a traffic officer here to enforce the don't block the box law.,42.35263133,-71.05536809,https://mayors24.cityofboston.gov/attachments/report/4cd951600882cf0b780000a5/photo/streetlight.jpg,11/9/10 8:49,4e658b2821ecf3e0a900002b,Streetlight,101000198551,open,,4cd951600882cf0b780000a5,11/9/10 8:50
N42.37 E71.04,2 Central Sq-trash on street,42.37434243,-71.03892318,https://mayors24.cityofboston.gov/attachments/report/4cd952350882cf0b780000aa/photo/other.jpg,11/9/10 8:52,4e658b2821ecf3e0a900003e,Other,101000198554,open,,4cd952350882cf0b780000aa,11/9/10 8:53
"69 Chestnut Hill Ave, Boston",Sign down on island.,42.34562035,-71.15279417,https://mayors24.cityofboston.gov/attachments/report/4cd954db0882cf0b780000ae/photo/pothole.jpg,11/9/10 9:04,4e658b2821ecf3e0a9000029,Pothole,101000198562,closed,resolved: pole has been removed and called sign shop for a replacement.,4cd954db0882cf0b780000ae,11/9/10 10:51
"3 Crosby Square, Boston",Tree branch down on playground,42.30798279,-71.10936723,https://mayors24.cityofboston.gov/attachments/report/4cd956320882cf0b78000096/photo/other.jpg,11/9/10 9:09,4e658b2821ecf3e0a900003e,Other,101000198566,open,,4cd956320882cf0b78000096,11/9/10 9:10
"20 Staniford St, Boston",Sidewalk brick is torn apart in front of a daycare and it is dangerous to oncoming foot traffic especially two way traffic and with a stroller.,42.36144946,-71.06368851,https://mayors24.cityofboston.gov/attachments/report/4cd965030882cf0b780000b4/photo/other.jpg,11/9/10 10:13,4e658b2821ecf3e0a900003e,Other,101000198609,open,,4cd965030882cf0b780000b4,11/9/10 10:13
N42.33 E71.11,"Cars regularly hit and run over this regularly or swerve when they see it too late. Maybe some reflective paint on it at least, or a sign showing it's there?",42.33185529,-71.1122483,https://mayors24.cityofboston.gov/attachments/report/4cd965cf0882cf0b78000089/photo/other.jpg,11/9/10 10:16,4e658b2821ecf3e0a900003e,Other,101000198613,closed,Your case has been resolved.,4cd965cf0882cf0b78000089,2/7/11 13:31
N42.34 E71.07,,42.34219029,-71.07328673,https://mayors24.cityofboston.gov/attachments/report/4cd966d40882cf0b7800008b/photo/pothole.jpg,11/9/10 10:20,4e658b2821ecf3e0a9000029,Pothole,101000198618,closed,resolved: ,4cd966d40882cf0b7800008b,11/12/10 15:35
N42.34 E71.04,,42.33660332,-71.03616016,https://mayors24.cityofboston.gov/attachments/report/4cd97f6b0882cf0b780000b4/photo/pothole.jpg,11/9/10 12:05,4e658b2821ecf3e0a9000029,Pothole,101000198671,closed,resolved: NO pothole at above location,4cd97f6b0882cf0b780000b4,11/10/10 13:58
"910 E 4th St, Boston",,42.335033,-71.02686807,https://mayors24.cityofboston.gov/attachments/report/4cd980980882cf0b780000bf/photo/pothole.jpg,11/9/10 12:10,4e658b2821ecf3e0a9000029,Pothole,101000198677,closed,resolved: Pathhed 11-10-10,4cd980980882cf0b780000bf,11/10/10 13:58
,,42.29308802,-71.06469858,https://mayors24.cityofboston.gov/attachments/report/4cd987480882cf0b78000095/photo/pothole.jpg,11/9/10 12:39,4e658b2821ecf3e0a9000029,Pothole,101000198693,closed,resolved: area patched with hot-top......,4cd987480882cf0b78000095,11/10/10 13:58
"1 Main St, Cambridge",,42.3623077,-71.08034598,https://mayors24.cityofboston.gov/attachments/report/4cd98ea90882cf0b780000b5/photo/graffiti.jpg,11/9/10 13:10,4e658b2821ecf3e0a900002f,Graffiti,101000198706,closed,"resolved: THE CREW COULDN'T FIND ANY GRAFFITI ON SITE. SO, EITHER SOMEONE REMOVED OR WRONG ADDRESS.",4cd98ea90882cf0b780000b5,11/24/10 10:39
N42.31 E71.05,,42.30789293,-71.04814715,https://mayors24.cityofboston.gov/attachments/report/4cd98f6c0882cf0b780000bd/photo/graffiti.jpg,11/9/10 13:14,4e658b2821ecf3e0a900002f,Graffiti,101000198710,closed,referred: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd98f6c0882cf0b780000bd,11/9/10 15:16
N42.35 E71.18,illegally parked vehicle on avenue louis pasteur. also has no front OR REAR(!) license plates.,42.35369838,-71.17880496,https://mayors24.cityofboston.gov/attachments/report/4cd9985a0882cf0b780000c2/photo/other.jpg,11/9/10 13:52,4e658b2821ecf3e0a900003e,Other,101000198733,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd9985a0882cf0b780000c2,11/23/10 8:01
N42.34 E71.10,Illegally parked vehicle on abrnue louis pasteur,42.337323,-71.103007,https://mayors24.cityofboston.gov/attachments/report/4cd99c0d0882cf0b780000a4/photo/other.jpg,11/9/10 14:07,4e658b2821ecf3e0a900003e,Other,101000198743,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cd99c0d0882cf0b780000a4,11/23/10 8:01
"99-145 Avenue Louis Pasteur Boston, MA 02115",Illegally parked vehicle on avenue louis pasteur,42.338365,-71.102399,https://mayors24.cityofboston.gov/attachments/report/4cd99d180882cf0b780000c7/photo/other.jpg,11/9/10 14:12,4e658b2821ecf3e0a900003e,Other,101000198747,closed,resolved: 11/19/2010 SUPERVISOR MONITORS LOCATION EVERY DAY;ALL CLEAR,4cd99d180882cf0b780000c7,11/19/10 14:54
,Park light put btwn bandshell and garage entrance in the common.,42.3547019,-71.06664055,https://mayors24.cityofboston.gov/attachments/report/4cd9ff740882cf0b780000d3/photo/streetlight.jpg,11/9/10 21:12,4e658b2821ecf3e0a900002b,Streetlight,101000198899,open,,4cd9ff740882cf0b780000d3,11/9/10 21:12
"362-390 Massachusetts 28, Boston",Graffiti on a street light box near 370 Columbus ave at Yarmouth street.,42.34531937,-71.07583268,https://mayors24.cityofboston.gov/attachments/report/4cda04460882cf0b780000a0/photo/other.jpg,11/9/10 21:32,4e658b2821ecf3e0a900003e,Other,101000198900,closed,resolved: ,4cda04460882cf0b780000a0,11/11/10 10:26
"33 Snow Hill St, Boston",Overflowing trash in park like usual.,42.36687242,-71.05646477,https://mayors24.cityofboston.gov/attachments/report/4cda0a0a0882cf0b780000d2/photo/other.jpg,11/9/10 21:57,4e658b2821ecf3e0a900003e,Other,101000198904,closed,resolved: 11/12/10 - Barrels were emptied.,4cda0a0a0882cf0b780000d2,11/15/10 9:16
"1-25 W Malden St, Boston",,42.34015814,-71.06864596,https://mayors24.cityofboston.gov/attachments/report/4cda0cb30882cf0b780000c9/photo/streetlight.jpg,11/9/10 22:08,4e658b2821ecf3e0a900002b,Streetlight,101000198905,closed,resolved: Investigated all of Harrison ave and found no trouble,4cda0cb30882cf0b780000c9,11/10/10 15:07
"45 Clarendon St Boston, MA 02116",on back door of Delux diner at lawrence st and clarendon n south end,42.346034,-71.072897,https://mayors24.cityofboston.gov/attachments/report/4cda9f780882cf0b780000e0/photo/graffiti.jpg,11/10/10 8:34,4e658b2821ecf3e0a900002f,Graffiti,101000199113,open,,4cda9f780882cf0b780000e0,11/10/10 13:59
N42.31 E71.11,"Unfinished repaving work- scheduled last Thurs. & Fri .  Incomplete, leaving uneven surface subject to puddles, freezing , etc",42.31369037,-71.11357857,https://mayors24.cityofboston.gov/attachments/report/4cdaa1dc0882cf0b780000bc/photo/other.jpg,11/10/10 8:45,4e658b2821ecf3e0a900003e,Other,101000199114,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdaa1dc0882cf0b780000bc,11/10/10 14:44
"13 Eden St, Boston",,42.37914937,-71.06795658,https://mayors24.cityofboston.gov/attachments/report/4cdaa4990882cf0b780000c2/photo/pothole.jpg,11/10/10 8:56,4e658b2821ecf3e0a9000029,Pothole,101000199115,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdaa4990882cf0b780000c2,11/12/10 15:34
"22 Common St, Boston",Top of gas light on ground next to pole.,42.37410465,-71.05960394,https://mayors24.cityofboston.gov/attachments/report/4cdaa8600882cf0b780000d3/photo/streetlight.jpg,11/10/10 9:12,4e658b2821ecf3e0a900002b,Streetlight,101000199116,closed,resolved: Replaced top and mantles,4cdaa8600882cf0b780000d3,11/10/10 22:47
"24 Common St, Boston",,42.37411258,-71.05953768,https://mayors24.cityofboston.gov/attachments/report/4cdaa93f0882cf0b780000a9/photo/pothole.jpg,11/10/10 9:16,4e658b2821ecf3e0a9000029,Pothole,101000199117,closed,resolved: ,4cdaa93f0882cf0b780000a9,11/16/10 15:20
"47-49 Park St, Boston",Glass broken; light out.,42.37358946,-71.06035871,https://mayors24.cityofboston.gov/attachments/report/4cdaaa080882cf0b780000dc/photo/streetlight.jpg,11/10/10 9:19,4e658b2821ecf3e0a900002b,Streetlight,101000199118,closed,resolved: Replaced glass and mantles,4cdaaa080882cf0b780000dc,11/10/10 22:45
N42.28 E71.07,,42.27834074,-71.06655854,https://mayors24.cityofboston.gov/attachments/report/4cdad46d0882cf0b780000e4/photo/pothole.jpg,11/10/10 12:20,4e658b2821ecf3e0a9000029,Pothole,101000199122,closed,resolved: pot hole filled with cold patch by patch crew...,4cdad46d0882cf0b780000e4,11/10/10 15:18
N42.34 E71.06,Several of the new overnight street sweeping signs on Dorchester Avenue have dates on them (Apr 1 - Nov 30) and should not as overnight program is year round (weather permitting).,42.33782068,-71.05723262,https://mayors24.cityofboston.gov/attachments/report/4cdae7b30882cf0b780000af/photo/other.jpg,11/10/10 13:43,4e658b2821ecf3e0a900003e,Other,101000199123,open,,4cdae7b30882cf0b780000af,11/10/10 14:00
N42.33 E71.08,,42.32721655,-71.07697496,https://mayors24.cityofboston.gov/attachments/report/4cdac1700882cf0b780000ed/photo/pothole.jpg,11/10/10 10:59,4e658b2821ecf3e0a9000029,Pothole,101000199124,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdac1700882cf0b780000ed,11/11/10 11:56
N42.33 E71.08,,42.32721655,-71.07697496,https://mayors24.cityofboston.gov/attachments/report/4cdac2c90882cf0b780000f3/photo/pothole.jpg,11/10/10 11:05,4e658b2821ecf3e0a9000029,Pothole,101000199126,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdac2c90882cf0b780000f3,11/11/10 11:56
N42.33 E71.04,Winfield Street sign missing,42.33137672,-71.04255847,,11/10/10 11:51,4e658b2821ecf3e0a900003e,Other,101000199128,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdacd860882cf0b780000d8,11/10/10 14:15
N42.37 E71.06,Please pick up three orange cones left on sidewalk.  128 Salem Street in the North End.,42.3650049,-71.05554803,https://mayors24.cityofboston.gov/attachments/report/4cdaf5ee0882cf0b780000b5/photo/other.jpg,11/10/10 14:43,4e658b2821ecf3e0a900003e,Other,101000199169,closed,resolved: GM2 removed cones from said location.,4cdaf5ee0882cf0b780000b5,11/10/10 19:13
"34 Calumet St Boston, MA 02120",the word sleep is spray painted on the front of the building in cursive,42.332827,-71.105235,https://mayors24.cityofboston.gov/attachments/report/4cdaf9c70882cf0b780000bb/photo/graffiti.jpg,11/10/10 15:00,4e658b2821ecf3e0a900002f,Graffiti,101000199175,closed,resolved: THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST.,4cdaf9c70882cf0b780000bb,11/22/10 10:33
N42.37 E71.06,Small tv left on sidewalk.,42.366408,-71.05586638,https://mayors24.cityofboston.gov/attachments/report/4cdafc450882cf0b780000b1/photo/other.jpg,11/10/10 15:10,4e658b2821ecf3e0a900003e,Other,101000199179,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdafc450882cf0b780000b1,11/15/10 12:45
N42.31 E71.06,"For the third week on a row, the leaf pickup was not made. I have had to call every week to get someone to come out and pick up the leaves. Why does the city advertise that they will pick up these leaves and no on ever does it??",42.30836742,-71.0600446,https://mayors24.cityofboston.gov/attachments/report/4cdb07910882cf0b780000b6/photo/other.jpg,11/10/10 15:58,4e658b2821ecf3e0a900003e,Other,101000199202,open,,4cdb07910882cf0b780000b6,11/10/10 15:59
"289-303 Washington St, Boston",Bunch of lights out on Washington Street near School Street and Borders,42.35736389,-71.05838543,https://mayors24.cityofboston.gov/attachments/report/4cdb1c1c0882cf0b780000f0/photo/streetlight.jpg,11/10/10 17:26,4e658b2821ecf3e0a900002b,Streetlight,101000199222,open,,4cdb1c1c0882cf0b780000f0,11/10/10 17:26
"51-99 Charlesgate E, Boston",Graffiti on a street light box.,42.34742824,-71.09156221,https://mayors24.cityofboston.gov/attachments/report/4cdb38de0882cf0b78000103/photo/other.jpg,11/10/10 19:29,4e658b2821ecf3e0a900003e,Other,101000199246,closed,resolved: case exists already; please follow #195944,4cdb38de0882cf0b78000103,11/12/10 10:24
"492-498 Massachusetts Ave, Boston",Graffiti on a street light box at mass ave and tremont.  Box is at corner with Boston check cashers.,42.33950752,-71.08039291,https://mayors24.cityofboston.gov/attachments/report/4cdb5da70882cf0b7800010b/photo/other.jpg,11/10/10 22:06,4e658b2821ecf3e0a900003e,Other,101000199273,closed,resolved: work completed by highway general maintenance,4cdb5da70882cf0b7800010b,11/19/10 12:59
"52 N St, Boston",,42.33682934,-71.03117584,https://mayors24.cityofboston.gov/attachments/report/4cdbe4100882cf0b780000f9/photo/pothole.jpg,11/11/10 7:39,4e658b2821ecf3e0a9000029,Pothole,101000199291,closed,resolved: upon inspection pothole found at 52 n street and pothole filled.job complete.,4cdbe4100882cf0b780000f9,11/12/10 15:33
N42.33 E71.05,Dumpster is overflowing adding to rodent problem!!!,42.32979042,-71.05244538,https://mayors24.cityofboston.gov/attachments/report/4cdbed160882cf0b780000ff/photo/other.jpg,11/11/10 8:18,4e658b2821ecf3e0a900003e,Other,101000199297,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbed160882cf0b780000ff,11/15/10 12:43
"377 Beacon St, Boston",Rear alley (416),42.35189512,-71.0844884,https://mayors24.cityofboston.gov/attachments/report/4cdbee330882cf0b78000115/photo/pothole.jpg,11/11/10 8:23,4e658b2821ecf3e0a9000029,Pothole,101000199299,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbee330882cf0b78000115,11/12/10 15:33
N42.35 E71.08,In crosswalk,42.35085725,-71.08276521,https://mayors24.cityofboston.gov/attachments/report/4cdbef450882cf0b780000cd/photo/pothole.jpg,11/11/10 8:27,4e658b2821ecf3e0a9000029,Pothole,101000199300,closed,resolved: ,4cdbef450882cf0b780000cd,11/12/10 15:32
N42.35 E71.08,In crosswalk,42.35085725,-71.08276521,https://mayors24.cityofboston.gov/attachments/report/4cdbf0030882cf0b780000da/photo/pothole.jpg,11/11/10 8:30,4e658b2821ecf3e0a9000029,Pothole,101000199301,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbf0030882cf0b780000da,11/11/10 9:06
